symbol,exchange,item_type,industry_category,last_price,company_name
AENA.MC,Stocks,N/A,164.35,164.35,"Aena, S.A."
AEM,Stocks,N/A,46.67,46.67,Agnico Eagle Mines Limited
AEK,Stocks,N/A,25.77,25.77,AEGON N.V.
AEHR,Stocks,N/A,3.99,3.99,Aehr Test Systems
AED.BR,Stocks,N/A,72.42,72.42,Aedifica SA
AEC.L,Stocks,N/A,3.13,3.13,Malvern International plc
ADUS,Stocks,N/A,36.15,36.15,Addus HomeCare Corporation
ADT,Stocks,N/A,41.98,41.98,The ADT Corporation
ADS,Stocks,N/A,255.49,255.49,Alliance Data Systems Corporation
ADS.HA,Stocks,N/A,183.00,183.00,ADIDAS AG NA O.N.
ADRZF,Stocks,N/A,58.54,58.54,Andritz AG
ADPT,Stocks,N/A,1.41,1.41,Adeptus Health Inc.
ADP.SI,Stocks,N/A,0.05,0.05,Swissco Holdings Limited
ADO.TA,Stocks,N/A,4542.00,4542.00,A.D.O. Group Ltd.
ADL.F,Stocks,N/A,14.39,14.39,ADLER Real Estate Aktiengesellschaft
ADHI.JK,Stocks,N/A,2250.00,2250.00,Adhi Karya (Persero) Tbk.
ADGO.L,Stocks,N/A,33.25,33.25,Adgorithms LTD
ADF.F,Stocks,N/A,0.49,0.49,Evolva Holding SA
ADES,Stocks,N/A,9.39,9.39,"Advanced Emissions Solutions, Inc."
ADDDF,Stocks,N/A,202.25,202.25,Adidas AG
ADBCF,Stocks,N/A,4.34,4.34,Adelaide Brighton Limited
ADANIPORTS.NS,Stocks,N/A,344.95,344.95,Adani Ports and Special Economic Zone Limited
ADANIPORTS.BO,Stocks,N/A,344.90,344.90,ADANI PORTS AND SPECIAL ECONOM
ADAM.L,Stocks,N/A,0.58,0.58,Adamas Finance Asia Limited
ACX.MC,Stocks,N/A,12.51,12.51,"Acerinox, S.A."
ACW,Stocks,N/A,2.58,2.58,Accuride Corp.
ACV,Stocks,N/A,20.78,20.78,AllianzGI Diversified Income & Convertible Fund
ACUR,Stocks,N/A,0.54,0.54,"Acura Pharmaceuticals, Inc."
ACTPF,Stocks,N/A,0.01,0.01,Ascent Resources plc
ACTG,Stocks,N/A,4.85,4.85,Acacia Research Corporation
ACT.L,Stocks,N/A,300.00,300.00,Actual Experience plc
ACSF,Stocks,N/A,13.25,13.25,"American Capital Senior Floating, Ltd."
ACRX,Stocks,N/A,2.70,2.70,"AcelRx Pharmaceuticals, Inc."
ACRS,Stocks,N/A,26.07,26.07,"Aclaris Therapeutics, Inc."
ACOR,Stocks,N/A,16.05,16.05,"Acorda Therapeutics, Inc."
ACIIN.BO,Stocks,N/A,7.00,7.00,ACI Infocom Ltd
ACH,Stocks,N/A,11.42,11.42,Aluminum Corporation Of China Limited
ACGL,Stocks,N/A,97.22,97.22,Arch Capital Group Ltd.
ACG,Stocks,N/A,7.91,7.91,AllianceBernstein Income Fund
ACG1V.HE,Stocks,N/A,2.94,2.94,Aspocomp Group Oyj
ACET,Stocks,N/A,14.29,14.29,Aceto Corporation
ACCENTECH.BO,Stocks,N/A,3.11,3.11,"Accentia Technologies, Ltd."
ACC,Stocks,N/A,46.80,46.80,"American Campus Communities, Inc."
ACBI,Stocks,N/A,19.00,19.00,"Atlantic Capital Bancshares, Inc."
ACA.MI,Stocks,N/A,14.50,14.50,Credit Agricole S.A.
AC,Stocks,N/A,33.10,33.10,"Associated Capital Group, Inc."
ABX.SW,Stocks,N/A,16.15,16.15,Barrick Gold Corporation
ABW.BE,Stocks,N/A,33.44,33.44,ASAHI GROUP HOLDINGS LTD.
ABTX,Stocks,N/A,39.40,39.40,"Allegiance Bancshares, Inc."
ABMD,Stocks,N/A,133.03,133.03,"ABIOMED, Inc."
ABM,Stocks,N/A,43.61,43.61,ABM Industries Incorporated
ABIO,Stocks,N/A,2.40,2.40,"ARCA biopharma, Inc."
ABIL,Stocks,N/A,0.79,0.79,Ability Inc.
ABGLF,Stocks,N/A,5.45,5.45,Acacia Mining plc
ABCZF,Stocks,N/A,11.35,11.35,Abcam Plc
ABBNE.SW,Stocks,N/A,20.43,20.43,ABB LTD N 2. LINIE
ABAC,Stocks,N/A,1.69,1.69,"Aoxin Tianli Group, Inc."
AAVL,Stocks,N/A,4.32,4.32,"Avalanche Biotechnologies, Inc."
AAVC.L,Mutual fund,N/A,73.00,73.00,Albion VCT Ord
AAU,Stocks,N/A,1.38,1.38,Almaden Minerals Ltd.
AAQ.HM,Stocks,N/A,1.28,1.28,AAP IMPLANTATE AG
AAP,Stocks,N/A,144.98,144.98,"Advance Auto Parts, Inc."
AAON,Stocks,N/A,36.25,36.25,"AAON, Inc."
AAOI,Stocks,N/A,55.96,55.96,"Applied Optoelectronics, Inc."
AAME,Stocks,N/A,3.80,3.80,Atlantic American Corporation
AALBF,Stocks,N/A,34.12,34.12,Aalberts Industries N.V.
AAJ.AX,Stocks,N/A,0.01,0.01,Aruma Resources Limited
AAC,Stocks,N/A,7.09,7.09,"AAC Holdings, Inc."
AAA.L,Stocks,N/A,5.50,5.50,All Asia Asset Capital Limited
AA7B.F,Currency,N/A,0.00,0.00,Hongli Clean Energy Technologies Corp.
AA4.F,Stocks,N/A,1.14,1.14,Falck Renewables S.p.A.
A9KN.BE,Stocks,N/A,0.07,0.07,APOGEE OPPORTUNITIES
A9A.SI,Stocks,N/A,1.36,1.36,Lyxor UCITS ETF MSCI Taiwan
A78.F,Stocks,N/A,1.50,1.50,Sprott Inc.
A3M.MC,Stocks,N/A,11.58,11.58,"Atresmedia Corporación de Medios de Comunicación, S.A."
A2M.AX,Stocks,N/A,3.22,3.22,The a2 Milk Company Limited
A2A.MI,Stocks,N/A,1.42,1.42,A2A S.p.A.
A1G.DE,Stocks,N/A,39.84,39.84,American Airlines Group Inc.
A0T.BE,Stocks,N/A,114.61,114.61,"AMERICAN TOWER DL -,01"
99SC.F,Stocks,N/A,34.30,34.30,Staramba SE
7078.KL,Stocks,N/A,1.17,1.17,Ahmad Zaki Resources Berhad
ALIF,Stocks,N/A,0.01,0.01,"Artificial Life, Inc."
7007.KL,Stocks,N/A,0.70,0.70,ARK Resources Berhad
6NO.F,Stocks,N/A,22.61,22.61,Noah Holdings Limited
6533.TWO,Stocks,N/A,128.43,128.43,ANDES
6507.TWO,Stocks,N/A,3.33,3.33,AGI
6485.TWO,Stocks,N/A,44.30,44.30,ASOLID TECHNOLOGY TWD10
6432.TWO,Stocks,N/A,22.75,22.75,ARLITECH ELECTRONI TWD10
62UL.L,Stocks,N/A,12.45,12.45,Ros Agro PLC
6234.TWO,Stocks,N/A,17.00,17.00,TERA AUTOTECH CORP TWD10
6198.TWO,Stocks,N/A,20.05,20.05,AVERLOGIC TECHNOLO TWD10
5238.KL,Stocks,N/A,0.51,0.51,AirAsia X Berhad
518800.SS,Stocks,N/A,2.74,2.74,GUOTAI ASSET MGT GOLD UNITS CNY
4WM.DE,Stocks,N/A,0.04,0.04,World Markets AG
4GK.BE,Stocks,N/A,0.16,0.16,AXTEL S.A.B. DE C.V.
3O1.BE,Stocks,N/A,2.23,2.23,OROCOBRE LTD
3DW.MU,Stocks,N/A,19.50,19.50,DP WORLD LTD DL 2
3DR.L,Stocks,N/A,0.00,0.00,3DR.L
3A4.BE,Stocks,N/A,0.01,0.01,ADEX MINING INC.
39O.BE,Stocks,N/A,1.49,1.49,"ORIGIN AGRITECH DL-,0001"
365.L,Stocks,N/A,3.02,3.02,365 Agile Group plc
3516.TWO,Stocks,N/A,9.76,9.76,ADO OPTRONICS CORP TWD10
2NQA.SG,Stocks,N/A,3.31,3.31,NQ Mobile Inc. Reg. Shares Cl.A
2NC.F,Stocks,N/A,0.02,0.02,NSL Consolidated Limited
2LA.F,Stocks,N/A,0.00,0.00,"Atlas Resource Partners, L.P."
1COV.DE,Stocks,N/A,72.11,72.11,Covestro Aktiengesellschaft
1288-OL.HK,Stocks,N/A,2.97,2.97,ABC
1007PA.KL,Stocks,N/A,0.40,0.40,Amcorp Properties Berhad
0QP5.L,Stocks,N/A,0.00,0.00,Credit Suisse Group AG
0QCV.L,Stocks,N/A,0.00,0.00,AbbVie Inc.
0NWW.L,Stocks,N/A,145.90,145.90,SKF AB
0NSF.L,Stocks,N/A,0.00,0.00,ArcelorMittal
0NFG.L,Stocks,N/A,0.00,0.00,Paragon AG
0MK5.L,N/A,N/A,N/A,N/A,N/A
0J2R.L,Stocks,N/A,20.34,20.34,Alstom SA
0HB1.L,Stocks,N/A,47.74,47.74,"Casino, Guichard-Perrachon Société Anonyme"
0H7D.L,Stocks,N/A,13.53,13.53,Deutsche Bank AG
06E.F,Stocks,N/A,5.83,5.83,E-Commerce China Dangdang Inc.
0522.HK,Stocks,N/A,116.20,116.20,ASM PACIFIC
0181.KL,Stocks,N/A,0.47,0.47,AEMULUS HOLDINGS BERHAD
013A.F,Stocks,N/A,32.19,32.19,"JD.com, Inc."
DIS.AX,Stocks,N/A,0.00,0.00,Aquis Entertainment Limited
RNO.AX,Stocks,N/A,0.17,0.17,Rhinomed Limited
RU000A0JVEZ0.ME,Stocks,N/A,7400.00,7400.00,ISU GK-3 UK Kapital
530014.KS,Stocks,N/A,10400.00,10400.00,Samsung China A50 Futures ETN(H
54E.BE,Stocks,N/A,9.71,9.71,"ARCHROCK INC. DL-,01"
TAXA340.SA,Stocks,N/A,1.00,1.00,FINANC/TERMO
TAXA84L.SA,Stocks,N/A,0.01,0.01,FINANC/TERMO
V3V.DU,Stocks,N/A,5.78,5.78,VITA 34 AG NA O.N.
XMY.DE,Stocks,N/A,0.83,0.83,mybet Holding SE
ACNV,Stocks,N/A,0.00,0.00,"Accelera Innovations, Inc"
AMI.F,Stocks,N/A,2.23,2.23,Amalphi AG
AMTEKAUTO.BO,Stocks,N/A,37.95,37.95,Amtek Auto Ltd.
AOIFF,Stocks,N/A,1.49,1.49,Africa Oil Corp
APLO,Stocks,N/A,42.00,42.00,"Apollo Bancorp, Inc."
BST.BE,Stocks,N/A,6.44,6.44,BASTEI LUEBBE AG O.N.
AYUD.BK,Stocks,N/A,32.25,32.25,Sri Ayudhya Capital Public Company Limited
A2ZMES6.BO,Stocks,N/A,0.00,0.00,A2ZMES6.BO
A7X1.F,Stocks,N/A,0.00,0.00,A7X1.F
ADQU.SI,Stocks,N/A,0.77,0.77,Accordia Golf Trust
INFO.IS,Stocks,N/A,1.55,1.55,Info Yatirim A.S.
ALLAY,Stocks,N/A,1.25,1.25,All America Latina Logistica S.A.
SKF-A.ST,Stocks,N/A,191.20,191.20,SKF AB
ALOKTEXT.BO,Stocks,N/A,3.56,3.56,ALOK INDUSTRIES LTD.
LTX.AX,Stocks,N/A,0.06,0.06,Ultracharge Limited
BP.BA,Stocks,N/A,112.50,112.50,BP CEDEAR EACH REPR 1/5 ADR(AR
J6W.SG,Stocks,N/A,1.25,1.25,Alexco Resource Corp. Registere
XST.AX,Stocks,N/A,0.01,0.01,Xstate Resources Limited
MNHFY,Stocks,N/A,29.00,29.00,Mayr-Melnhof Karton AG
ARN.DU,Stocks,N/A,14.33,14.33,Arn. Georg AG
NEH.BE,Stocks,N/A,240.19,240.19,NETEASE INC. ADR/100
ASTRAZEN.NS,Stocks,N/A,941.20,941.20,AstraZeneca Pharma India Limited
NTU.AX,Stocks,N/A,0.13,0.13,Northern Minerals Limited
BRBCA.AX,Stocks,N/A,0.36,0.36,Breaker Resources NL
ARCLK.IS,Stocks,N/A,23.24,23.24,Arçelik Anonim Sirketi
ADCINDIA.BO,Stocks,N/A,261.50,261.50,ADC INDIA COMMUNICATIONS LIMIT
LVT.F,Stocks,N/A,0.09,0.09,Leigh Creek Energy Limited
0LQG.L,Stocks,N/A,51.76,51.76,Asseco Poland S.A.
LYIA.BE,Stocks,N/A,0.07,0.07,LYNAS CORP. SP. ADR 1
AMY.MU,Stocks,N/A,20.45,20.45,AMER SPORTS CORP. A
MATAS.CO,Stocks,N/A,104.00,104.00,MATAS A/S
ASHTF,Stocks,N/A,20.94,20.94,Ashtead Group plc
SIR.AX,Stocks,N/A,0.00,0.00,Sirius Resources NL
PAFRF,Stocks,N/A,0.20,0.20,Pan African Resources PLC
NXI.F,Currency,N/A,0.00,0.00,Activa Resources AG
0810-OL.HK,Stocks,N/A,0.43,0.43,OPES ASIA
STON.MX,Stocks,N/A,308.30,308.30,Statoil ASA
AMNA.MU,Stocks,N/A,5.33,5.33,AMBEV S.A. SP. ADR
OAR.AX,Stocks,N/A,0.06,0.06,Oakdale Resources Limited
BML-PG,Stocks,N/A,22.08,22.08,Bank of America Corporation
PRDCD,Stocks,N/A,0.02,0.02,Alternative Investment Corporation
0GNM.L,Stocks,N/A,0.00,0.00,Rezidor Hotel Group AB (publ)
RWL.BE,Stocks,N/A,139.45,139.45,ROCKWELL AU. DL 1
0O0V.L,Stocks,N/A,61.21,61.21,Bayerische Motoren Werke Aktiengesellschaft
TSA.F,Stocks,N/A,20.40,20.40,"ACI Worldwide, Inc."
0QS2.L,N/A,N/A,N/A,N/A,N/A
SFD1.DU,Stocks,N/A,0.58,0.58,SOFTLINE AG O.N.
CRLA.PA,Stocks,N/A,56.29,56.29,Crédit Agricole du Languedoc
GOLL4.SA,Stocks,N/A,10.70,10.70,GOL Linhas Aéreas Inteligentes S.A.
DOQ.F,Stocks,N/A,62.95,62.95,DO & CO Aktiengesellschaft
WCMK.DU,Stocks,N/A,3.08,3.08,WCM BET.GRD.AG O.N.
DETNOR.OL,Stocks,N/A,0.00,0.00,Aker BP ASA
WFD.AX,Stocks,N/A,8.95,8.95,Westfield Corporation Limited
DHARNAG.BO,Stocks,N/A,1.25,1.25,DHARNENDRA AGRO FOOD INDUSTRIE
SRY.AX,Stocks,N/A,0.04,0.04,Story-I Limited
1PXA.BE,Stocks,N/A,2.98,2.98,PHOENIX NEW MEDIA ADR A 1
O2D.DE,Stocks,N/A,4.29,4.29,Telefónica Deutschland Holding AG
FLEXO.AT,Stocks,N/A,4.50,4.50,Flexopack Société Anonyme Commercial and Industrial Plastics Company
ZEG.BE,Stocks,N/A,55.52,55.52,"ASTRAZENECA PLC DL-,25"
GAIA-CRI5JB0.SA,Stocks,N/A,312401.66,312401.66,GAIA SECURITC5J MB
ZDC.MU,Stocks,N/A,22.82,22.82,ZODIAC AEROSPACE
GUJALKALI.NS,Stocks,N/A,459.05,459.05,Gujarat Alkalies and Chemicals Limited
TEKA4F.SA,N/A,N/A,N/A,N/A,N/A
HRPK.BE,Stocks,N/A,2.45,2.45,7C SOLARPARKEN AG O.N.
OPUS.ST,Stocks,N/A,7.10,7.10,Opus Group AB (publ)
KB9.F,Stocks,N/A,43.84,43.84,KBC Ancora SCA
TAXA259.SA,Stocks,N/A,1.00,1.00,FINANC/TERMO
KLEM.AT,Stocks,N/A,2.02,2.02,Kleemann Hellas Mechanical Constructions Societe Anonyme Industrial Trading Company S.A.
TAXA341.SA,Stocks,N/A,1.00,1.00,FINANC/TERMO
41X.F,Stocks,N/A,11.43,11.43,"Ardelyx, Inc."
TR3.F,Stocks,N/A,10.73,10.73,Trina Solar Limited
LIVS.F,Stocks,N/A,92.67,92.67,"Autoliv, Inc."
EDGA11B.SA,Stocks,N/A,53.69,53.69,FD INV IM FII ED COTAS
LYSFF,Stocks,N/A,50.25,50.25,Lerøy Seafood Group Asa
TTFB.F,Stocks,N/A,34.22,34.22,TATNEFT PJSC ADR REG.S 6
LEGIF,Stocks,N/A,87.88,87.88,LEG Immobilien AG
0K78.L,Stocks,N/A,0.00,0.00,Assicurazioni Generali S.p.A.
MEDR-B.ST,Stocks,N/A,6.35,6.35,MediRätt AB (publ)
MISE.ST,Stocks,N/A,3.11,3.11,Misen Energy AB (publ)
LO3.DE,Stocks,N/A,170.00,170.00,Lonza Group Ltd
UN9.BE,Stocks,N/A,7.86,7.86,UNIQA INSURANCE GROUP AG
NMAA.F,Stocks,N/A,13.35,13.35,Newcrest Mining Limited
YAG.F,Stocks,N/A,0.20,0.20,"Atossa Genetics, Inc."
OY.V,Stocks,N/A,0.42,0.42,Oyster Oil and Gas Ltd.
TITAF,Stocks,N/A,0.00,0.00,"Titan Trading Analytics, Inc."
PGZ.DU,Stocks,N/A,2.34,2.34,PRIMARY HEALTH CARE LTD
SAJA.SG,Stocks,N/A,8.48,8.48,Cia Saneam. Bs. Est.So PauloReg
S3Z.BE,Stocks,N/A,1.67,1.67,ASCENDAS REIT(A-REIT) UTS
TAXA78L.SA,Stocks,N/A,0.01,0.01,FINANC/TERMO
SHB3.DU,Stocks,N/A,0.77,0.77,SCHNIGGE WPHDLBK SE
AWN.SG,Stocks,N/A,131.07,131.07,Advance Auto Parts Inc. Registe
SA8A.F,Stocks,N/A,16.96,16.96,"Sonic Automotive, Inc."
BLHEF,Stocks,N/A,147.00,147.00,Bâloise Holding AG
TAXA117.SA,Stocks,N/A,1.00,1.00,FINANC/TERMO
AFA.F,Stocks,N/A,24.70,24.70,ARRIS International plc
TEO.MU,Stocks,N/A,21.33,21.33,TELECOM ARGENT. B ADR/5
0BR.SG,Stocks,N/A,1.04,1.04,China New Borun Corp. Reg. Shar
TRMK.ME,Stocks,N/A,75.83,75.83,PAO TMK
AVTUR.IS,Stocks,N/A,7.62,7.62,Avrasya Petrol ve Turistik Tesisler Yatirimlar Anonim Sirketi
TM8A.BE,Stocks,N/A,0.02,0.02,AURCREST GOLD INC.
VSS1R.RG,Stocks,N/A,3.42,3.42,AS Valmieras stikla skiedra
TATB.F,Stocks,N/A,29.80,29.80,Tata Motors Limited
0NUK.L,Stocks,N/A,0.00,0.00,Avanza Bank Holding AB (publ)
TURA,Stocks,N/A,0.20,0.20,"Turbine Aviation, Inc."
0QCQ.L,Stocks,N/A,154.88,154.88,Topdanmark A/S
TAXA76.SA,Stocks,N/A,1.00,1.00,FINANC/TERMO
ALC.MC,Stocks,N/A,16.66,16.66,"Altia Consultores, S.A."
AGO-PE,Stocks,N/A,25.87,25.87,Assured Guaranty Ltd.
TAXA230.SA,Stocks,N/A,1.00,1.00,FINANC/TERMO
TGVSF,Stocks,N/A,18.83,18.83,Tryg A/S
ABLBIO.BO,Stocks,N/A,0.81,0.81,ABL Bio-Technologies Ltd.
AIXA.HA,Stocks,N/A,5.21,5.21,AIXTRON SE NA O.N.
1PXA.F,Stocks,N/A,2.95,2.95,PHOENIX NEW MEDIA ADR A 1
AJI.F,Stocks,N/A,17.57,17.57,"Ajinomoto Co., Inc."
AHC.BE,Currency,N/A,41.21,41.21,HESS CORP. DL 1
ANANDPROJ.BO,Stocks,N/A,18.30,18.30,ANAND PROJECTS LTD
ASRI.JK,Stocks,N/A,340.00,340.00,Alam Sutera Realty Tbk.
TOU.AX,Stocks,N/A,0.10,0.10,Tlou Energy Limited
AXA.MU,Stocks,N/A,24.87,24.87,"AXA S.A. INH. EO 2,29"
ASMVF,Stocks,N/A,13.37,13.37,ASM Pacific Technology Limited
NOVA.BE,Stocks,N/A,37.39,37.39,NOVO-NORDISK B ADR/1DK 10
AYTU,Stocks,N/A,0.73,0.73,"Aytu BioScience, Inc."
PAL.DE,Stocks,N/A,75.86,75.86,PANTALEON Entertainment AG
WIW,Stocks,N/A,11.03,11.03,Western Asset/Claymore Inflation-Linked Opportunities & Income Fund
PARKEN.CO,Stocks,N/A,87.50,87.50,PARKEN Sport & Entertainment A/S
WSOK.DE,Stocks,N/A,3.85,3.85,wallstreet:online AG
ALLY-PA,Stocks,N/A,25.58,25.58,GMAC Capital Trust I Fixed Rate
AP6.BE,Stocks,N/A,1.69,1.69,CAPMAN OYJ
PEAB4F.SA,N/A,N/A,N/A,N/A,N/A
ELP.F,Stocks,N/A,7.60,7.60,Companhia Paranaense de Energia - COPEL
APS.TO,Stocks,N/A,1.68,1.68,Aptose Biosciences Inc.
IGA,Stocks,N/A,10.84,10.84,Voya Global Advantage and Premium Opportunity Fund
224110.KQ,Stocks,N/A,7730.00,7730.00,ATEC T&
ITK.DU,Stocks,N/A,114.01,114.01,AB INBEV PARTS S.
BKS.VI,Stocks,N/A,17.80,17.80,BKS BANK AG ST
JY8.DU,Stocks,N/A,0.00,0.00,JY8.DU
78IB.F,Stocks,N/A,3.14,3.14,Kingtone Wirelessinfo Solution Holding Ltd
KB7.SG,Stocks,N/A,0.01,0.01,KTG Energie AG Inhaber-Aktien o
9EA.BE,Stocks,N/A,0.01,0.01,NATUREBANK ASSET MANAGEM.
M11.F,Stocks,N/A,0.06,0.06,First Graphite Limited
AP0.F,Stocks,N/A,26.38,26.38,Artisan Partners Asset Management Inc.
MEAL3.SA,Stocks,N/A,6.60,6.60,International Meal Company Alimentação S.A.
AMJYF,Stocks,N/A,6.40,6.40,EQ OYJ NPV
PJXA.F,Stocks,N/A,7.94,7.94,Petróleo Brasileiro S.A. - Petrobras
ANP.AX,Stocks,N/A,0.03,0.03,Antisense Therapeutics Limited
PKA.F,Stocks,N/A,92.93,92.93,PACKAGING CORP. OF AMER.
APLI.JK,Stocks,N/A,104.00,104.00,Asiaplast Industries Tbk.
RBRA-CRIA2B0.SA,Stocks,N/A,343600.56,343600.56,RBCAPITALRESCA2 MB
AY24X.BA,Stocks,N/A,1821.34,1821.34,AY24X.BA
AXI.BE,Stocks,N/A,123.57,123.57,ATOS SE NOM. EO 1
AMGDF,Stocks,N/A,0.20,0.20,ALAMOS GOLD INC WTS 30/08/18 (T
TCSA3.SA,Stocks,N/A,2.64,2.64,Tecnisa S.A.
BCS-PA,Stocks,N/A,25.91,25.91,Barclays Bank PLC
TENDA.AX,Stocks,N/A,1.31,1.31,Ten Network Holdings Limited
BITGF,Stocks,N/A,6.10,6.10,Biotage AB
TLG.AX,Stocks,N/A,0.59,0.59,Talga Resources Limited
AIRF-U.TI,Stocks,N/A,8.37,8.37,AIR FRANCE KLM
UDCD.QA,Stocks,N/A,18.98,18.98,United Development Company Q.P.S.C.
TDO.AX,Stocks,N/A,0.04,0.04,3D Oil Limited
UP7.DU,Stocks,N/A,0.35,0.35,UTD POWER TECHN.AG
AJZ.SG,Stocks,N/A,6.36,6.36,"Arca Continental, S. A. B. de C. V."
VETO-EQ.NS,N/A,N/A,N/A,N/A,N/A
ARCAY,Stocks,N/A,16.50,16.50,ARCADIS NV
C1B1.SG,Stocks,N/A,20.40,20.40,CIA BRAS. DIS.GR.PAO DE ACUCARR
ARENE,Stocks,N/A,0.90,0.90,America Resources Exploration Inc.
EF41.SG,Stocks,N/A,0.92,0.92,Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi
BMH.AX,Stocks,N/A,0.21,0.21,Baumart Holdings Limited
TMCOM.CO,Stocks,N/A,0.00,0.00,Travelmarket A/S
ATHENA.CO,Stocks,N/A,0.00,0.00,Athena IT-Group A/S
BOSS.SG,Stocks,N/A,69.28,69.28,HUGO BOSS AG Namens-Aktien o.N.
AU2.BE,Stocks,N/A,5.68,5.68,AGRARIUS AG INH. O.N.
06E.SG,Stocks,N/A,0.00,0.00,06E.SG
AZS.F,Stocks,N/A,3.94,3.94,American Shared Hospital Services
0OIR.L,Stocks,N/A,1114.00,1114.00,ALK-Abelló A/S
BPA.AX,Stocks,N/A,8.65,8.65,Brookfield Prime Property Fund
0R5Z.L,Stocks,N/A,212.24,212.24,NNIT A/S
BANVT.IS,Stocks,N/A,10.97,10.97,Banvit Bandirma Vitaminli Yem Sanayii Anonim Sirketi
6187.TWO,Stocks,N/A,75.00,75.00,ALL RING TECH CO TWD10
BB2A.F,Stocks,N/A,18.78,18.78,Burberry Group plc
5210@OM.KL,N/A,N/A,N/A,N/A,N/A
JY8.BE,Stocks,N/A,0.03,0.03,JOYOU AG
REHA-B.ST,Stocks,N/A,0.00,0.00,Aktiebolaget Fastator (publ)
GOW.AX,Stocks,N/A,3.69,3.69,Gowing Bros. Limited
AD5.BE,Stocks,N/A,44.36,44.36,"ADVISO.BOARD DL-,01"
CGPA2.BA,Stocks,N/A,33.55,33.55,Camuzzi Gas Pampeana S.A.
AE9.DU,Stocks,N/A,41.12,41.12,AGNICO EAGLE MINES LTD.
CLBIO.ST,Stocks,N/A,9.55,9.55,Corline Biomedical AB (publ)
AGRU-DEB21B0.SA,N/A,N/A,N/A,N/A,N/A
AXLWF,Stocks,N/A,0.00,0.00,ARABELLA EXPLORATI C/WTS 24/12/
AIM-PB.TO,Stocks,N/A,12.97,12.97,AIMIA INC PREF SERIES 2
TAXA31.SA,Stocks,N/A,1.00,1.00,FINANC/TERMO
AMANITRA.BO,Stocks,N/A,63.20,63.20,Amani Trading & Exports Ltd.
INDIGO.BO,Stocks,N/A,1116.40,1116.40,InterGlobe Aviation Limited
AOD1.DU,Stocks,N/A,9.77,9.77,"ANGLOGOLD ASHANTI RC-,25"
MVV1.MU,Stocks,N/A,21.14,21.14,MVV ENERGIE AG NA O.N.
BBL.AX,Stocks,N/A,0.46,0.46,Brisbane Broncos Limited
DQY.DU,Stocks,N/A,2.23,2.23,BRADKEN LTD.
BPS.AX,Stocks,N/A,0.89,0.89,BPS Technology Limited
MIND.ST,Stocks,N/A,7.40,7.40,Mindmancer AB (publ)
EMNIS.IS,Stocks,N/A,4.46,4.46,Eminis Ambalaj Sanayi ve Ticaret A.S.
0NIQ.L,Stocks,N/A,0.00,0.00,Sartorius Aktiengesellschaft
EVO.ST,Stocks,N/A,390.50,390.50,Evolution Gaming Group AB (publ)
GU8.SG,Stocks,N/A,6.22,6.22,Aviva PLC Registered Shares LS
2819-OL.HK,Stocks,N/A,99.60,99.60,ABF HK IDX ETF
NEA,Stocks,N/A,13.56,13.56,Nuveen AMT-Free Quality Municipal Income Fund
GV6.BE,Stocks,N/A,1.29,1.29,AVINO SILVER + GOLD MINES
DHU.MU,Stocks,N/A,34.95,34.95,"ASSURED GUARANTY DL-,01"
02P.F,Stocks,N/A,0.16,0.16,Pearl Gold AG
AMZ.V,Stocks,N/A,1.23,1.23,Almadex Minerals Limited
0KB6.L,Stocks,N/A,2.56,2.56,Norske Skogindustrier ASA
FERROALL.BO,Stocks,N/A,10.73,10.73,Ferro Alloys Corp. Ltd.
0P6S.L,Stocks,N/A,0.00,0.00,Bayer Aktiengesellschaft
FSA.AX,Stocks,N/A,1.37,1.37,FSA Group Limited
KOZAL.IS,Stocks,N/A,18.60,18.60,Koza Altin Isletmeleri A.S.
FTX.F,Stocks,N/A,5.21,5.21,"America First Multifamily Investors, L.P."
2P3.F,Stocks,N/A,0.00,0.00,2P3.F
HHVT.L,Mutual fund,N/A,117.00,117.00,Hargreave Hale AIM VCT 2 Ord
MPV.MU,Stocks,N/A,1.94,1.94,MEDIBANK PRIVATE LTD
AM-B.CO,Stocks,N/A,90.00,90.00,Andersen & Martini A/S
MRSA6B.SA,Stocks,N/A,10.56,10.56,MRS LOGISTICA PRF'B'NPV
ART.BE,Stocks,N/A,3.21,3.21,ARTNET AG NA O.N.
P4O.SG,Stocks,N/A,2.55,2.55,Plan Optik AG Inhaber-Aktien o.
GJFFUT.OL,Stocks,N/A,141.10,141.10,Gjensidige Forsikring ASA
PG1.F,Stocks,N/A,0.09,0.09,TBG Diagnostics Limited
HG6.F,Stocks,N/A,0.77,0.77,Mayne Pharma Group Limited
PJXA.DU,Stocks,N/A,7.94,7.94,PETROLEO BRASILEIRO ADR/2
TAXA58.SA,Stocks,N/A,1.00,1.00,FINANC/TERMO
AQQSQ,Stocks,N/A,0.00,0.00,American Spectrum Realty Inc.
HPJN.F,Stocks,N/A,1.08,1.08,Airesis SA
RRR1R.RG,Stocks,N/A,0.11,0.11,AS VEF Radiotehnika RRR
ALA-PB.TO,Stocks,N/A,19.47,19.47,ALTAGAS LTD PREF SERIES B
0DME.L,Stocks,N/A,0.00,0.00,Ascopiave S.p.A.
HU7.BE,Stocks,N/A,0.71,0.71,ANHUI EXPRESSWAY CO-H-YC1
TAXA290.SA,Stocks,N/A,1.00,1.00,FINANC/TERMO
